gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue
GSE84465,GSM2243450,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243450/suppl/GSM2243450_1001000173.C2.csv.gz,Tumor
GSE84465,GSM2243451,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243451/suppl/GSM2243451_1001000173.F4.csv.gz,Tumor
GSE84465,GSM2243452,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243452/suppl/GSM2243452_1001000173.E10.csv.gz,Tumor
GSE84465,GSM2243453,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243453/suppl/GSM2243453_1001000173.E6.csv.gz,Tumor
GSE84465,GSM2243454,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243454/suppl/GSM2243454_1001000173.C4.csv.gz,Tumor
GSE84465,GSM2243455,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243455/suppl/GSM2243455_1001000173.B1.csv.gz,Tumor
GSE84465,GSM2243456,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243456/suppl/GSM2243456_1001000173.B10.csv.gz,Tumor
GSE84465,GSM2243457,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243457/suppl/GSM2243457_1001000173.A7.csv.gz,Tumor
GSE84465,GSM2243458,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243458/suppl/GSM2243458_1001000173.B8.csv.gz,Tumor
GSE84465,GSM2243459,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243459/suppl/GSM2243459_1001000173.F9.csv.gz,Tumor
GSE84465,GSM2243460,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243460/suppl/GSM2243460_1001000173.G6.csv.gz,Tumor
GSE84465,GSM2243461,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243461/suppl/GSM2243461_1001000173.A9.csv.gz,Tumor
GSE84465,GSM2243462,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243462/suppl/GSM2243462_1001000173.D2.csv.gz,Tumor
GSE84465,GSM2243463,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243463/suppl/GSM2243463_1001000173.F2.csv.gz,Tumor
GSE84465,GSM2243464,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243464/suppl/GSM2243464_1001000173.H9.csv.gz,Tumor
GSE84465,GSM2243465,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243465/suppl/GSM2243465_1001000173.G1.csv.gz,Tumor
GSE84465,GSM2243466,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243466/suppl/GSM2243466_1001000173.B3.csv.gz,Tumor
GSE84465,GSM2243467,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243467/suppl/GSM2243467_1001000173.D7.csv.gz,Tumor
GSE84465,GSM2243468,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243468/suppl/GSM2243468_1001000173.A12.csv.gz,Tumor
GSE84465,GSM2243469,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243469/suppl/GSM2243469_1001000173.C1.csv.gz,Tumor
GSE84465,GSM2243470,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243470/suppl/GSM2243470_1001000173.H7.csv.gz,Tumor
GSE84465,GSM2243471,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243471/suppl/GSM2243471_1001000173.H5.csv.gz,Tumor
GSE84465,GSM2243472,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243472/suppl/GSM2243472_1001000173.G2.csv.gz,Tumor
GSE84465,GSM2243473,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243473/suppl/GSM2243473_1001000173.A3.csv.gz,Tumor
GSE84465,GSM2243474,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243474/suppl/GSM2243474_1001000173.D3.csv.gz,Tumor
GSE84465,GSM2243475,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243475/suppl/GSM2243475_1001000173.E1.csv.gz,Tumor
GSE84465,GSM2243476,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243476/suppl/GSM2243476_1001000173.G12.csv.gz,Tumor
GSE84465,GSM2243477,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243477/suppl/GSM2243477_1001000173.C10.csv.gz,Tumor
GSE84465,GSM2243478,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243478/suppl/GSM2243478_1001000173.C3.csv.gz,Tumor
GSE84465,GSM2243479,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243479/suppl/GSM2243479_1001000173.D11.csv.gz,Tumor
GSE84465,GSM2243480,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243480/suppl/GSM2243480_1001000173.A5.csv.gz,Tumor
GSE84465,GSM2243481,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243481/suppl/GSM2243481_1001000173.G4.csv.gz,Tumor
GSE84465,GSM2243482,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243482/suppl/GSM2243482_1001000173.B11.csv.gz,Tumor
GSE84465,GSM2243483,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243483/suppl/GSM2243483_1001000173.G9.csv.gz,Tumor
GSE84465,GSM2243484,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243484/suppl/GSM2243484_1001000173.F1.csv.gz,Tumor
GSE84465,GSM2243485,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243485/suppl/GSM2243485_1001000173.D8.csv.gz,Tumor
GSE84465,GSM2243486,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243486/suppl/GSM2243486_1001000173.E12.csv.gz,Tumor
GSE84465,GSM2243487,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243487/suppl/GSM2243487_1001000173.F11.csv.gz,Tumor
GSE84465,GSM2243488,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243488/suppl/GSM2243488_1001000173.E5.csv.gz,Tumor
GSE84465,GSM2243489,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243489/suppl/GSM2243489_1001000173.G10.csv.gz,Tumor
GSE84465,GSM2243490,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243490/suppl/GSM2243490_1001000173.B9.csv.gz,Tumor
GSE84465,GSM2243491,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243491/suppl/GSM2243491_1001000173.F8.csv.gz,Tumor
GSE84465,GSM2243492,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243492/suppl/GSM2243492_1001000173.C7.csv.gz,Tumor
GSE84465,GSM2243493,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243493/suppl/GSM2243493_1001000173.B2.csv.gz,Tumor
GSE84465,GSM2243494,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243494/suppl/GSM2243494_1001000173.H4.csv.gz,Tumor
GSE84465,GSM2243495,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243495/suppl/GSM2243495_1001000173.D1.csv.gz,Tumor
GSE84465,GSM2243496,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243496/suppl/GSM2243496_1001000174.G5.csv.gz,Tumor
GSE84465,GSM2243497,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243497/suppl/GSM2243497_1001000174.H9.csv.gz,Tumor
GSE84465,GSM2243498,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243498/suppl/GSM2243498_1001000174.H2.csv.gz,Tumor
GSE84465,GSM2243499,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243499/suppl/GSM2243499_1001000174.E12.csv.gz,Tumor
GSE84465,GSM2243500,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243500/suppl/GSM2243500_1001000174.A10.csv.gz,Tumor
GSE84465,GSM2243501,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243501/suppl/GSM2243501_1001000174.G10.csv.gz,Tumor
GSE84465,GSM2243502,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243502/suppl/GSM2243502_1001000174.C8.csv.gz,Tumor
GSE84465,GSM2243503,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243503/suppl/GSM2243503_1001000174.F6.csv.gz,Tumor
GSE84465,GSM2243504,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243504/suppl/GSM2243504_1001000174.B4.csv.gz,Tumor
GSE84465,GSM2243505,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243505/suppl/GSM2243505_1001000174.H7.csv.gz,Tumor
GSE84465,GSM2243506,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243506/suppl/GSM2243506_1001000174.E10.csv.gz,Tumor
GSE84465,GSM2243507,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243507/suppl/GSM2243507_1001000174.D5.csv.gz,Tumor
GSE84465,GSM2243508,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243508/suppl/GSM2243508_1001000174.E5.csv.gz,Tumor
GSE84465,GSM2243509,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243509/suppl/GSM2243509_1001000174.B11.csv.gz,Tumor
GSE84465,GSM2243510,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243510/suppl/GSM2243510_1001000174.F10.csv.gz,Tumor
GSE84465,GSM2243511,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243511/suppl/GSM2243511_1001000174.A5.csv.gz,Tumor
GSE84465,GSM2243512,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243512/suppl/GSM2243512_1001000174.B8.csv.gz,Tumor
GSE84465,GSM2243513,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243513/suppl/GSM2243513_1001000174.F2.csv.gz,Tumor
GSE84465,GSM2243514,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243514/suppl/GSM2243514_1001000174.F9.csv.gz,Tumor
GSE84465,GSM2243515,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243515/suppl/GSM2243515_1001000174.F4.csv.gz,Tumor
GSE84465,GSM2243516,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243516/suppl/GSM2243516_1001000174.C10.csv.gz,Tumor
GSE84465,GSM2243517,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243517/suppl/GSM2243517_1001000174.B6.csv.gz,Tumor
GSE84465,GSM2243518,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243518/suppl/GSM2243518_1001000174.E2.csv.gz,Tumor
GSE84465,GSM2243519,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243519/suppl/GSM2243519_1001000174.G2.csv.gz,Tumor
GSE84465,GSM2243520,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243520/suppl/GSM2243520_1001000174.D8.csv.gz,Tumor
GSE84465,GSM2243521,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243521/suppl/GSM2243521_1001000174.H6.csv.gz,Tumor
GSE84465,GSM2243522,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243522/suppl/GSM2243522_1001000174.C3.csv.gz,Tumor
GSE84465,GSM2243523,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243523/suppl/GSM2243523_1001000174.B7.csv.gz,Tumor
GSE84465,GSM2243524,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243524/suppl/GSM2243524_1001000174.A7.csv.gz,Tumor
GSE84465,GSM2243525,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243525/suppl/GSM2243525_1001000174.H10.csv.gz,Tumor
GSE84465,GSM2243526,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243526/suppl/GSM2243526_1001000174.F7.csv.gz,Tumor
GSE84465,GSM2243527,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243527/suppl/GSM2243527_1001000174.A2.csv.gz,Tumor
GSE84465,GSM2243528,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243528/suppl/GSM2243528_1001000174.E4.csv.gz,Tumor
GSE84465,GSM2243529,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243529/suppl/GSM2243529_1001000174.D12.csv.gz,Tumor
GSE84465,GSM2243530,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243530/suppl/GSM2243530_1001000174.H4.csv.gz,Tumor
GSE84465,GSM2243531,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243531/suppl/GSM2243531_1001000174.C5.csv.gz,Tumor
GSE84465,GSM2243532,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243532/suppl/GSM2243532_1001000174.E9.csv.gz,Tumor
GSE84465,GSM2243533,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243533/suppl/GSM2243533_1001000174.D1.csv.gz,Tumor
GSE84465,GSM2243534,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243534/suppl/GSM2243534_1001000174.G4.csv.gz,Tumor
GSE84465,GSM2243535,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243535/suppl/GSM2243535_1001000174.G9.csv.gz,Tumor
GSE84465,GSM2243536,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243536/suppl/GSM2243536_1001000174.D4.csv.gz,Tumor
GSE84465,GSM2243537,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243537/suppl/GSM2243537_1001000174.H11.csv.gz,Tumor
GSE84465,GSM2243538,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243538/suppl/GSM2243538_1001000174.A9.csv.gz,Tumor
GSE84465,GSM2243539,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243539/suppl/GSM2243539_1001000174.G12.csv.gz,Tumor
GSE84465,GSM2243540,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243540/suppl/GSM2243540_1001000174.A4.csv.gz,Tumor
GSE84465,GSM2243541,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243541/suppl/GSM2243541_1001000174.C7.csv.gz,Tumor
GSE84465,GSM2243542,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243542/suppl/GSM2243542_1001000174.B12.csv.gz,Tumor
GSE84465,GSM2243543,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243543/suppl/GSM2243543_1001000174.D11.csv.gz,Tumor
GSE84465,GSM2243544,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243544/suppl/GSM2243544_1001000174.B3.csv.gz,Tumor
GSE84465,GSM2243545,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243545/suppl/GSM2243545_1001000174.F5.csv.gz,Tumor
GSE84465,GSM2243546,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243546/suppl/GSM2243546_1001000174.G6.csv.gz,Tumor
GSE84465,GSM2243547,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243547/suppl/GSM2243547_1001000174.D6.csv.gz,Tumor
GSE84465,GSM2243548,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243548/suppl/GSM2243548_1001000174.H3.csv.gz,Tumor
GSE84465,GSM2243549,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243549/suppl/GSM2243549_1001000174.F12.csv.gz,Tumor
GSE84465,GSM2243550,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243550/suppl/GSM2243550_1001000174.E6.csv.gz,Tumor
GSE84465,GSM2243551,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243551/suppl/GSM2243551_1001000174.G3.csv.gz,Tumor
GSE84465,GSM2243552,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243552/suppl/GSM2243552_1001000174.A8.csv.gz,Tumor
GSE84465,GSM2243553,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243553/suppl/GSM2243553_1001000174.B10.csv.gz,Tumor
GSE84465,GSM2243554,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243554/suppl/GSM2243554_1001000174.C2.csv.gz,Tumor
GSE84465,GSM2243555,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243555/suppl/GSM2243555_1001000174.F1.csv.gz,Tumor
GSE84465,GSM2243556,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243556/suppl/GSM2243556_1001000174.F3.csv.gz,Tumor
GSE84465,GSM2243557,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243557/suppl/GSM2243557_1001000174.C11.csv.gz,Tumor
GSE84465,GSM2243558,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243558/suppl/GSM2243558_1001000174.H8.csv.gz,Tumor
GSE84465,GSM2243559,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243559/suppl/GSM2243559_1001000174.H1.csv.gz,Tumor
GSE84465,GSM2243560,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243560/suppl/GSM2243560_1001000174.G8.csv.gz,Tumor
GSE84465,GSM2243561,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243561/suppl/GSM2243561_1001000174.B5.csv.gz,Tumor
GSE84465,GSM2243562,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243562/suppl/GSM2243562_1001000174.E11.csv.gz,Tumor
GSE84465,GSM2243563,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243563/suppl/GSM2243563_1001000174.E8.csv.gz,Tumor
GSE84465,GSM2243564,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243564/suppl/GSM2243564_1001000174.F11.csv.gz,Tumor
GSE84465,GSM2243565,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243565/suppl/GSM2243565_1001000174.A1.csv.gz,Tumor
GSE84465,GSM2243566,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243566/suppl/GSM2243566_1001000174.E7.csv.gz,Tumor
GSE84465,GSM2243567,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243567/suppl/GSM2243567_1001000174.B1.csv.gz,Tumor
GSE84465,GSM2243568,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243568/suppl/GSM2243568_1001000174.C12.csv.gz,Tumor
GSE84465,GSM2243569,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243569/suppl/GSM2243569_1001000174.C9.csv.gz,Tumor
GSE84465,GSM2243570,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243570/suppl/GSM2243570_1001000174.D7.csv.gz,Tumor
GSE84465,GSM2243571,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243571/suppl/GSM2243571_1001000174.D2.csv.gz,Tumor
GSE84465,GSM2243572,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243572/suppl/GSM2243572_1001000174.C4.csv.gz,Tumor
GSE84465,GSM2243573,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243573/suppl/GSM2243573_1001000174.F8.csv.gz,Tumor
GSE84465,GSM2243574,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243574/suppl/GSM2243574_1001000174.D10.csv.gz,Tumor
GSE84465,GSM2243575,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243575/suppl/GSM2243575_1001000174.G11.csv.gz,Tumor
GSE84465,GSM2243576,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243576/suppl/GSM2243576_1001000174.A3.csv.gz,Tumor
GSE84465,GSM2243577,Brain,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243577/suppl/GSM2243577_1001000174.E3.csv.gz,Tumor
