gse_id,gsm_id,source_name_ch1,organism_ch1,disease_state,organ,Age,Sex,Condition,Tissue,Supplementary
GSE102827,GSM2816605,visual cortex,Mus musculus,NA,NA,6-8wk,NA,NA,NA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2816nnn/GSM2816605/suppl/GSM2816605_4-99-11_counts.txt.gz
GSE102827,GSM2816606,visual cortex,Mus musculus,NA,NA,6-8wk,NA,NA,NA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2816nnn/GSM2816606/suppl/GSM2816606_4-99-12_counts.txt.gz
GSE103976,GSM2787209,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787210,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787211,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787212,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787213,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787214,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787215,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787216,Medial amygdala,Mus musculus,NA,NA,9 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787217,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787218,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787219,Medial amygdala,Mus musculus,NA,NA,9 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787220,Medial amygdala,Mus musculus,NA,NA,9 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787221,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787222,Medial amygdala,Mus musculus,NA,NA,9 weeks,male,NA,NA,NONE
GSE103976,GSM2787223,Medial amygdala,Mus musculus,NA,NA,9 weeks,male,NA,NA,NONE
GSE103976,GSM2787224,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,NA,NONE
GSE103976,GSM2787225,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,NA,NONE
GSE103976,GSM2787226,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE103976,GSM2787227,Medial amygdala,Mus musculus,NA,NA,8 weeks,male,NA,Medial amygdala (MeA),NONE
GSE104158,GSM2787340,Caudal ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787341,Caudal ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787342,Caudal ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787343,Caudal ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787344,Lateral ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787345,Lateral ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787346,Lateral ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787347,Lateral ganglionic eminence,Mus musculus,NA,NA,E14.5,NA,NA,NA,NONE
GSE104158,GSM2787348,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2787349,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2787350,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2787351,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790897,Caudal ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790898,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790899,Cortex,Mus musculus,NA,NA,E18.5,NA,NA,NA,NONE
GSE104158,GSM2790900,Subcortex,Mus musculus,NA,NA,E18.5,NA,NA,NA,NONE
GSE104158,GSM2790901,Cortex,Mus musculus,NA,NA,P10,NA,NA,NA,NONE
GSE104158,GSM2790902,Subcortex,Mus musculus,NA,NA,P10,NA,NA,NA,NONE
GSE104158,GSM2790903,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790904,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790905,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790906,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790907,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790908,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790909,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790910,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790911,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790912,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790913,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790914,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790915,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790916,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790917,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790918,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790919,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790920,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104158,GSM2790921,Medial ganglionic eminence,Mus musculus,NA,NA,E13.5,NA,NA,NA,NONE
GSE104323,GSM2795225,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795226,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795227,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795228,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795229,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795230,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795231,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795232,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795233,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795234,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795235,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795236,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795237,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795238,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795239,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795240,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795241,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795242,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795243,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795244,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795245,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795246,dentate gyrus,Mus musculus,NA,NA,E16.5,NA,NA,NA,NONE
GSE104323,GSM2795247,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795248,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795249,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795250,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795251,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795252,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795253,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795254,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795255,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795256,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795257,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795258,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795259,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795260,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795261,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795262,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795263,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795264,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795265,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795266,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795267,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795268,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795269,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795270,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795271,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795272,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795273,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795274,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795275,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795276,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795277,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795278,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795279,dentate gyrus,Mus musculus,NA,NA,P0,NA,NA,NA,NONE
GSE104323,GSM2795280,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795281,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795282,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795283,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795284,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795285,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795286,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795287,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795288,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795289,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795290,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795291,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795292,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795293,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795294,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795295,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795296,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795297,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795298,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795299,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795300,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795301,dentate gyrus,Mus musculus,NA,NA,P120,NA,NA,NA,NONE
GSE104323,GSM2795302,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795303,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795304,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795305,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795306,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795307,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795308,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795309,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795310,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795311,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795312,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795313,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795314,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795315,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795316,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795317,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795318,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795319,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
GSE104323,GSM2795320,dentate gyrus,Mus musculus,NA,NA,P132,NA,NA,NA,NONE
