gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,age
GSE109796,GSM2967537,Brain,Mus musculus,NONE,,
GSE109796,GSM2967538,Brain,Mus musculus,NONE,,
GSE109796,GSM2967539,Brain,Mus musculus,NONE,,
GSE109796,GSM2967540,Brain,Mus musculus,NONE,,
GSE109796,GSM2967541,Brain,Mus musculus,NONE,,
GSE109796,GSM2967542,Brain,Mus musculus,NONE,,
GSE109796,GSM2967543,Brain,Mus musculus,NONE,,
GSE109796,GSM2967544,Brain,Mus musculus,NONE,,
GSE109796,GSM2967545,Brain,Mus musculus,NONE,,
GSE109796,GSM2967546,Brain,Mus musculus,NONE,,
GSE109796,GSM2967547,Brain,Mus musculus,NONE,,
GSE109796,GSM2967548,Brain,Mus musculus,NONE,,
GSE109796,GSM2967549,Brain,Mus musculus,NONE,,
GSE109796,GSM2967550,Brain,Mus musculus,NONE,,
GSE109796,GSM2967551,Brain,Mus musculus,NONE,,
GSE109796,GSM2967552,Brain,Mus musculus,NONE,,
GSE109796,GSM2967553,Brain,Mus musculus,NONE,,
GSE109796,GSM2967554,Brain,Mus musculus,NONE,,
GSE109796,GSM2967555,Brain,Mus musculus,NONE,,
GSE109796,GSM2967556,Brain,Mus musculus,NONE,,
GSE109796,GSM2967557,Brain,Mus musculus,NONE,,
GSE109796,GSM2967558,Brain,Mus musculus,NONE,,
GSE109796,GSM2967559,Brain,Mus musculus,NONE,,
GSE109796,GSM2967560,Brain,Mus musculus,NONE,,
GSE109796,GSM2967561,Brain,Mus musculus,NONE,,
GSE109796,GSM2967562,Brain,Mus musculus,NONE,,
GSE109796,GSM2967563,Brain,Mus musculus,NONE,,
GSE109796,GSM2967564,Brain,Mus musculus,NONE,,
GSE109796,GSM2967565,Brain,Mus musculus,NONE,,
GSE109796,GSM2967566,Brain,Mus musculus,NONE,,
GSE109796,GSM2967567,Brain,Mus musculus,NONE,,
GSE109796,GSM2967568,Brain,Mus musculus,NONE,,
GSE109796,GSM2967569,Brain,Mus musculus,NONE,,
GSE109796,GSM2967570,Brain,Mus musculus,NONE,,
GSE109796,GSM2967571,Brain,Mus musculus,NONE,,
GSE109796,GSM2967572,Brain,Mus musculus,NONE,,
GSE109796,GSM2967573,Brain,Mus musculus,NONE,,
GSE109796,GSM2967574,Brain,Mus musculus,NONE,,
GSE109796,GSM2967575,Brain,Mus musculus,NONE,,
GSE109796,GSM2967576,Brain,Mus musculus,NONE,,
GSE109796,GSM2967577,Brain,Mus musculus,NONE,,
GSE109796,GSM2967578,Brain,Mus musculus,NONE,,
GSE109796,GSM2967579,Brain,Mus musculus,NONE,,
GSE109796,GSM2967580,Brain,Mus musculus,NONE,,
GSE109796,GSM2967581,Brain,Mus musculus,NONE,,
GSE109796,GSM2967582,Brain,Mus musculus,NONE,,
GSE109796,GSM2967583,Brain,Mus musculus,NONE,,
GSE109796,GSM2967584,Brain,Mus musculus,NONE,,
GSE109796,GSM2967585,Brain,Mus musculus,NONE,,
GSE109796,GSM2967586,Brain,Mus musculus,NONE,,
GSE109796,GSM2967587,Brain,Mus musculus,NONE,,
GSE109796,GSM2967588,Brain,Mus musculus,NONE,,
GSE109796,GSM2967589,Brain,Mus musculus,NONE,,
GSE109796,GSM2967590,Brain,Mus musculus,NONE,,
GSE109796,GSM2967591,Brain,Mus musculus,NONE,,
GSE109796,GSM2967592,Brain,Mus musculus,NONE,,
GSE109796,GSM2967593,Brain,Mus musculus,NONE,,
GSE109796,GSM2967594,Brain,Mus musculus,NONE,,
GSE109796,GSM2967595,Brain,Mus musculus,NONE,,
GSE109796,GSM2967596,Brain,Mus musculus,NONE,,
GSE109796,GSM2967597,Brain,Mus musculus,NONE,,
GSE109796,GSM2967598,Brain,Mus musculus,NONE,,
GSE109796,GSM2967599,Brain,Mus musculus,NONE,,
GSE109796,GSM2967600,Brain,Mus musculus,NONE,,
GSE109796,GSM2967601,Brain,Mus musculus,NONE,,
GSE109796,GSM2967602,Brain,Mus musculus,NONE,,
GSE109796,GSM2967603,Brain,Mus musculus,NONE,,
GSE109796,GSM2967604,Brain,Mus musculus,NONE,,
GSE109796,GSM2967605,Brain,Mus musculus,NONE,,
GSE109796,GSM2967606,Brain,Mus musculus,NONE,,
GSE109796,GSM2967607,Brain,Mus musculus,NONE,,
GSE109796,GSM2967608,Brain,Mus musculus,NONE,,
GSE109796,GSM2967609,Brain,Mus musculus,NONE,,
GSE109796,GSM2967610,Brain,Mus musculus,NONE,,
GSE109796,GSM2967611,Brain,Mus musculus,NONE,,
GSE109796,GSM2967612,Brain,Mus musculus,NONE,,
GSE109796,GSM2967613,Brain,Mus musculus,NONE,,
GSE109796,GSM2967614,Brain,Mus musculus,NONE,,
GSE109796,GSM2967615,Brain,Mus musculus,NONE,,
GSE109796,GSM2967616,Brain,Mus musculus,NONE,,
GSE109796,GSM2967617,Brain,Mus musculus,NONE,,
GSE109796,GSM2967618,Brain,Mus musculus,NONE,,
GSE109796,GSM2967619,Brain,Mus musculus,NONE,,
GSE109796,GSM2967620,Brain,Mus musculus,NONE,,
GSE109796,GSM2967621,Brain,Mus musculus,NONE,,
GSE109796,GSM2967622,Brain,Mus musculus,NONE,,
GSE109796,GSM2967623,Brain,Mus musculus,NONE,,
GSE109796,GSM2967624,Brain,Mus musculus,NONE,,
GSE109796,GSM2967625,Brain,Mus musculus,NONE,,
GSE109796,GSM2967626,Brain,Mus musculus,NONE,,
GSE109796,GSM2967627,Brain,Mus musculus,NONE,,
GSE109796,GSM2967628,Brain,Mus musculus,NONE,,
GSE109796,GSM2967629,Brain,Mus musculus,NONE,,
GSE109796,GSM2967630,Brain,Mus musculus,NONE,,
GSE109796,GSM2967631,Brain,Mus musculus,NONE,,
GSE109796,GSM2967632,Brain,Mus musculus,NONE,,
GSE109796,GSM2967633,Brain,Mus musculus,NONE,,
GSE109796,GSM2967634,Brain,Mus musculus,NONE,,
GSE109796,GSM2967635,Brain,Mus musculus,NONE,,
GSE109796,GSM2967636,Brain,Mus musculus,NONE,,
GSE109796,GSM2967637,Brain,Mus musculus,NONE,,
GSE109796,GSM2967638,Brain,Mus musculus,NONE,,
GSE109796,GSM2967639,Brain,Mus musculus,NONE,,
GSE109796,GSM2967640,Brain,Mus musculus,NONE,,
GSE109796,GSM2967641,Brain,Mus musculus,NONE,,
GSE109796,GSM2967642,Brain,Mus musculus,NONE,,
GSE109796,GSM2967643,Brain,Mus musculus,NONE,,
GSE109796,GSM2967644,Brain,Mus musculus,NONE,,
GSE109796,GSM2967645,Brain,Mus musculus,NONE,,
GSE109796,GSM2967646,Brain,Mus musculus,NONE,,
GSE109796,GSM2967647,Brain,Mus musculus,NONE,,
GSE109796,GSM2967648,Brain,Mus musculus,NONE,,
GSE109796,GSM2967649,Brain,Mus musculus,NONE,,
GSE109796,GSM2967650,Brain,Mus musculus,NONE,,
GSE109796,GSM2967651,Brain,Mus musculus,NONE,,
GSE109796,GSM2967652,Brain,Mus musculus,NONE,,
GSE109796,GSM2967653,Brain,Mus musculus,NONE,,
GSE109796,GSM2967654,Brain,Mus musculus,NONE,,
GSE109796,GSM2967655,Brain,Mus musculus,NONE,,
GSE109796,GSM2967656,Brain,Mus musculus,NONE,,
GSE109796,GSM2967657,Brain,Mus musculus,NONE,,
GSE109796,GSM2967658,Brain,Mus musculus,NONE,,
GSE109796,GSM2967659,Brain,Mus musculus,NONE,,
GSE109796,GSM2967660,Brain,Mus musculus,NONE,,
GSE109796,GSM2967661,Brain,Mus musculus,NONE,,
GSE109796,GSM2967662,Brain,Mus musculus,NONE,,
GSE109796,GSM2967663,Brain,Mus musculus,NONE,,
GSE109796,GSM2967664,Brain,Mus musculus,NONE,,
GSE109796,GSM2967665,Brain,Mus musculus,NONE,,
GSE109796,GSM2967666,Brain,Mus musculus,NONE,,
GSE109796,GSM2967667,Brain,Mus musculus,NONE,,
GSE109796,GSM2967668,Brain,Mus musculus,NONE,,
GSE109796,GSM2967669,Brain,Mus musculus,NONE,,
GSE109796,GSM2967670,Brain,Mus musculus,NONE,,
GSE109796,GSM2967671,Brain,Mus musculus,NONE,,
GSE109796,GSM2967672,Brain,Mus musculus,NONE,,
GSE109796,GSM2967673,Brain,Mus musculus,NONE,,
GSE109796,GSM2967674,Brain,Mus musculus,NONE,,
GSE109796,GSM2967675,Brain,Mus musculus,NONE,,
GSE109796,GSM2967676,Brain,Mus musculus,NONE,,
GSE109796,GSM2967677,Brain,Mus musculus,NONE,,
GSE109796,GSM2967678,Brain,Mus musculus,NONE,,
GSE109796,GSM2967679,Brain,Mus musculus,NONE,,
GSE109796,GSM2967680,Brain,Mus musculus,NONE,,
GSE109796,GSM2967681,Brain,Mus musculus,NONE,,
GSE109796,GSM2967682,Brain,Mus musculus,NONE,,
GSE109796,GSM2967683,Brain,Mus musculus,NONE,,
GSE109796,GSM2967684,Brain,Mus musculus,NONE,,
GSE109796,GSM2967685,Brain,Mus musculus,NONE,,
GSE109796,GSM2967686,Brain,Mus musculus,NONE,,
GSE109796,GSM2967687,Brain,Mus musculus,NONE,,
GSE109796,GSM2967688,Brain,Mus musculus,NONE,,
GSE109796,GSM2967689,Brain,Mus musculus,NONE,,
GSE109796,GSM2967690,Brain,Mus musculus,NONE,,
GSE109796,GSM2967691,Brain,Mus musculus,NONE,,
GSE109796,GSM2967692,Brain,Mus musculus,NONE,,
GSE109796,GSM2967693,Brain,Mus musculus,NONE,,
GSE109796,GSM2967694,Brain,Mus musculus,NONE,,
GSE109796,GSM2967695,Brain,Mus musculus,NONE,,
GSE109796,GSM2967696,Brain,Mus musculus,NONE,,
GSE109796,GSM2967697,Brain,Mus musculus,NONE,,
GSE109796,GSM2967698,Brain,Mus musculus,NONE,,
GSE109796,GSM2967699,Brain,Mus musculus,NONE,,
GSE109796,GSM2967700,Brain,Mus musculus,NONE,,
GSE109796,GSM2967701,Brain,Mus musculus,NONE,,
GSE109796,GSM2967702,Brain,Mus musculus,NONE,,
GSE109796,GSM2967703,Brain,Mus musculus,NONE,,
GSE109796,GSM2967704,Brain,Mus musculus,NONE,,
GSE109796,GSM2967705,Brain,Mus musculus,NONE,,
GSE109796,GSM2967706,Brain,Mus musculus,NONE,,
GSE109796,GSM2967707,Brain,Mus musculus,NONE,,
GSE109796,GSM2967708,Brain,Mus musculus,NONE,,
GSE109796,GSM2967709,Brain,Mus musculus,NONE,,
GSE109796,GSM2967710,Brain,Mus musculus,NONE,,
GSE109796,GSM2967711,Brain,Mus musculus,NONE,,
GSE109796,GSM2967712,Brain,Mus musculus,NONE,,
GSE109796,GSM2967713,Brain,Mus musculus,NONE,,
GSE109796,GSM2967714,Brain,Mus musculus,NONE,,
GSE109796,GSM2967715,Brain,Mus musculus,NONE,,
GSE109796,GSM2967716,Brain,Mus musculus,NONE,,
GSE109796,GSM2967717,Brain,Mus musculus,NONE,,
GSE109796,GSM2967718,Brain,Mus musculus,NONE,,
GSE109796,GSM2967719,Brain,Mus musculus,NONE,,
GSE109796,GSM2967720,Brain,Mus musculus,NONE,,
GSE109796,GSM2967721,Brain,Mus musculus,NONE,,
GSE109796,GSM2967722,Brain,Mus musculus,NONE,,
GSE109796,GSM2967723,Brain,Mus musculus,NONE,,
GSE109796,GSM2967724,Brain,Mus musculus,NONE,,
GSE109796,GSM2967725,Brain,Mus musculus,NONE,,
GSE109796,GSM2967726,Brain,Mus musculus,NONE,,
GSE109796,GSM2967727,Brain,Mus musculus,NONE,,
GSE109796,GSM2967728,Brain,Mus musculus,NONE,,
GSE109796,GSM2967729,Brain,Mus musculus,NONE,,
GSE109796,GSM2967730,Brain,Mus musculus,NONE,,
GSE109796,GSM2967731,Brain,Mus musculus,NONE,,
GSE109796,GSM2967732,Brain,Mus musculus,NONE,,
GSE109796,GSM2967733,Brain,Mus musculus,NONE,,
GSE109796,GSM2967734,Brain,Mus musculus,NONE,,
GSE109796,GSM2967735,Brain,Mus musculus,NONE,,
GSE109796,GSM2967736,Brain,Mus musculus,NONE,,
GSE109796,GSM2967737,Brain,Mus musculus,NONE,,
GSE109796,GSM2967738,Brain,Mus musculus,NONE,,
GSE109796,GSM2967739,Brain,Mus musculus,NONE,,
GSE109796,GSM2967740,Brain,Mus musculus,NONE,,
GSE109796,GSM2967741,Brain,Mus musculus,NONE,,
GSE109796,GSM2967742,Brain,Mus musculus,NONE,,
GSE109796,GSM2967743,Brain,Mus musculus,NONE,,
GSE109796,GSM2967744,Brain,Mus musculus,NONE,,
GSE109796,GSM2967745,Brain,Mus musculus,NONE,,
GSE109796,GSM2967746,Brain,Mus musculus,NONE,,
GSE109796,GSM2967747,Brain,Mus musculus,NONE,,
GSE109796,GSM2967748,Brain,Mus musculus,NONE,,
GSE109796,GSM2967749,Brain,Mus musculus,NONE,,
GSE109796,GSM2967750,Brain,Mus musculus,NONE,,
GSE109796,GSM2967751,Brain,Mus musculus,NONE,,
GSE109796,GSM2967752,Brain,Mus musculus,NONE,,
GSE109796,GSM2967753,Brain,Mus musculus,NONE,,
GSE109796,GSM2967754,Brain,Mus musculus,NONE,,
GSE109796,GSM2967755,Brain,Mus musculus,NONE,,
GSE109796,GSM2967756,Brain,Mus musculus,NONE,,
GSE109796,GSM2967757,Brain,Mus musculus,NONE,,
GSE109796,GSM2967758,Brain,Mus musculus,NONE,,
GSE109796,GSM2967759,Brain,Mus musculus,NONE,,
GSE109796,GSM2967760,Brain,Mus musculus,NONE,,
GSE109796,GSM2967761,Brain,Mus musculus,NONE,,
GSE109796,GSM2967762,Brain,Mus musculus,NONE,,
GSE109796,GSM2967763,Brain,Mus musculus,NONE,,
GSE109796,GSM2967764,Brain,Mus musculus,NONE,,
GSE109796,GSM2967765,Brain,Mus musculus,NONE,,
GSE109796,GSM2967766,Brain,Mus musculus,NONE,,
GSE109796,GSM2967767,Brain,Mus musculus,NONE,,
GSE109796,GSM2967768,Brain,Mus musculus,NONE,,
GSE109796,GSM2967769,Brain,Mus musculus,NONE,,
GSE109796,GSM2967770,Brain,Mus musculus,NONE,,
GSE109796,GSM2967771,Brain,Mus musculus,NONE,,
GSE109796,GSM2967772,Brain,Mus musculus,NONE,,
GSE109796,GSM2967773,Brain,Mus musculus,NONE,,
GSE109796,GSM2967774,Brain,Mus musculus,NONE,,
GSE109796,GSM2967775,Brain,Mus musculus,NONE,,
GSE109796,GSM2967776,Brain,Mus musculus,NONE,,
GSE109796,GSM2967777,Brain,Mus musculus,NONE,,
GSE109796,GSM2967778,Brain,Mus musculus,NONE,,
GSE109796,GSM2967779,Brain,Mus musculus,NONE,,
GSE109796,GSM2967780,Brain,Mus musculus,NONE,,
GSE109796,GSM2967781,Brain,Mus musculus,NONE,,
GSE109796,GSM2967782,Brain,Mus musculus,NONE,,
GSE109796,GSM2967783,Brain,Mus musculus,NONE,,
GSE109796,GSM2967784,Brain,Mus musculus,NONE,,
GSE109796,GSM2967785,Brain,Mus musculus,NONE,,
GSE109796,GSM2967786,Brain,Mus musculus,NONE,,
GSE109796,GSM2967787,Brain,Mus musculus,NONE,,
GSE109796,GSM2967788,Brain,Mus musculus,NONE,,
GSE109796,GSM2967789,Brain,Mus musculus,NONE,,
GSE109796,GSM2967790,Brain,Mus musculus,NONE,,
GSE109796,GSM2967791,Brain,Mus musculus,NONE,,
GSE109796,GSM2967792,Brain,Mus musculus,NONE,,
GSE109796,GSM2967793,Brain,Mus musculus,NONE,,
GSE109796,GSM2967794,Brain,Mus musculus,NONE,,
GSE109796,GSM2967795,Brain,Mus musculus,NONE,,
GSE109796,GSM2967796,Brain,Mus musculus,NONE,,
GSE109796,GSM2967797,Brain,Mus musculus,NONE,,
GSE109796,GSM2967798,Brain,Mus musculus,NONE,,
GSE109796,GSM2967799,Brain,Mus musculus,NONE,,
GSE109796,GSM2967800,Brain,Mus musculus,NONE,,
GSE109796,GSM2967801,Brain,Mus musculus,NONE,,
GSE109796,GSM2967802,Brain,Mus musculus,NONE,,
GSE109796,GSM2967803,Brain,Mus musculus,NONE,,
GSE109796,GSM2967804,Brain,Mus musculus,NONE,,
GSE109796,GSM2967805,Brain,Mus musculus,NONE,,
GSE109796,GSM2967806,Brain,Mus musculus,NONE,,
GSE109796,GSM2967807,Brain,Mus musculus,NONE,,
GSE109796,GSM2967808,Brain,Mus musculus,NONE,,
GSE109796,GSM2967809,Brain,Mus musculus,NONE,,
GSE109796,GSM2967810,Brain,Mus musculus,NONE,,
GSE109796,GSM2967811,Brain,Mus musculus,NONE,,
GSE109796,GSM2967812,Brain,Mus musculus,NONE,,
GSE109796,GSM2967813,Brain,Mus musculus,NONE,,
GSE109796,GSM2967814,Brain,Mus musculus,NONE,,
GSE109796,GSM2967815,Brain,Mus musculus,NONE,,
GSE109796,GSM2967816,Brain,Mus musculus,NONE,,
GSE109796,GSM2967817,Brain,Mus musculus,NONE,,
GSE109796,GSM2967818,Brain,Mus musculus,NONE,,
GSE109796,GSM2967819,Brain,Mus musculus,NONE,,
GSE109796,GSM2967820,Brain,Mus musculus,NONE,,
GSE109796,GSM2967821,Brain,Mus musculus,NONE,,
GSE109796,GSM2967822,Brain,Mus musculus,NONE,,
GSE109796,GSM2967823,Brain,Mus musculus,NONE,,
GSE109796,GSM2967824,Brain,Mus musculus,NONE,,
GSE109796,GSM2967825,Brain,Mus musculus,NONE,,
GSE109796,GSM2967826,Brain,Mus musculus,NONE,,
GSE109796,GSM2967827,Brain,Mus musculus,NONE,,
GSE109796,GSM2967828,Brain,Mus musculus,NONE,,
GSE109796,GSM2967829,Brain,Mus musculus,NONE,,
GSE109796,GSM2967830,Brain,Mus musculus,NONE,,
GSE109796,GSM2967831,Brain,Mus musculus,NONE,,
GSE109796,GSM2967832,Brain,Mus musculus,NONE,,
GSE109796,GSM2967833,Brain,Mus musculus,NONE,,
GSE109796,GSM2967834,Brain,Mus musculus,NONE,,
GSE109796,GSM2967835,Brain,Mus musculus,NONE,,
GSE109796,GSM2967836,Brain,Mus musculus,NONE,,
GSE109796,GSM2967837,Brain,Mus musculus,NONE,,
GSE109796,GSM2967838,Brain,Mus musculus,NONE,,
GSE109796,GSM2967839,Brain,Mus musculus,NONE,,
GSE109796,GSM2967840,Brain,Mus musculus,NONE,,
GSE109796,GSM2967841,Brain,Mus musculus,NONE,,
GSE109796,GSM2967842,Brain,Mus musculus,NONE,,
GSE109796,GSM2967843,Brain,Mus musculus,NONE,,
GSE109796,GSM2967844,Brain,Mus musculus,NONE,,
GSE109796,GSM2967845,Brain,Mus musculus,NONE,,
GSE109796,GSM2967846,Brain,Mus musculus,NONE,,
GSE109796,GSM2967847,Brain,Mus musculus,NONE,,
GSE109796,GSM2967848,Brain,Mus musculus,NONE,,
GSE109796,GSM2967849,Brain,Mus musculus,NONE,,
GSE109796,GSM2967850,Brain,Mus musculus,NONE,,
GSE109796,GSM2967851,Brain,Mus musculus,NONE,,
GSE109796,GSM2967852,Brain,Mus musculus,NONE,,
GSE109796,GSM2967853,Brain,Mus musculus,NONE,,
GSE109796,GSM2967854,Brain,Mus musculus,NONE,,
GSE109796,GSM2967855,Brain,Mus musculus,NONE,,
GSE109796,GSM2967856,Brain,Mus musculus,NONE,,
GSE109796,GSM2967857,Brain,Mus musculus,NONE,,
GSE109796,GSM2967858,Brain,Mus musculus,NONE,,
GSE109796,GSM2967859,Brain,Mus musculus,NONE,,
GSE109796,GSM2967860,Brain,Mus musculus,NONE,,
GSE109796,GSM2967861,Brain,Mus musculus,NONE,,
GSE109796,GSM2967862,Brain,Mus musculus,NONE,,
GSE109796,GSM2967863,Brain,Mus musculus,NONE,,
GSE109796,GSM2967864,Brain,Mus musculus,NONE,,
GSE109796,GSM2967865,Brain,Mus musculus,NONE,,
GSE109796,GSM2967866,Brain,Mus musculus,NONE,,
GSE109796,GSM2967867,Brain,Mus musculus,NONE,,
GSE109796,GSM2967868,Brain,Mus musculus,NONE,,
GSE109796,GSM2967869,Brain,Mus musculus,NONE,,
GSE109796,GSM2967870,Brain,Mus musculus,NONE,,
GSE109796,GSM2967871,Brain,Mus musculus,NONE,,
GSE109796,GSM2967872,Brain,Mus musculus,NONE,,
GSE109796,GSM2967873,Brain,Mus musculus,NONE,,
GSE109796,GSM2967874,Brain,Mus musculus,NONE,,
GSE109796,GSM2967875,Brain,Mus musculus,NONE,,
GSE109796,GSM2967876,Brain,Mus musculus,NONE,,
GSE109796,GSM2967877,Brain,Mus musculus,NONE,,
GSE109796,GSM2967878,Brain,Mus musculus,NONE,,
GSE109796,GSM2967879,Brain,Mus musculus,NONE,,
GSE109796,GSM2967880,Brain,Mus musculus,NONE,,
GSE109796,GSM2967881,Brain,Mus musculus,NONE,,
GSE109796,GSM2967882,Brain,Mus musculus,NONE,,
GSE109796,GSM2967883,Brain,Mus musculus,NONE,,
GSE109796,GSM2967884,Brain,Mus musculus,NONE,,
GSE109796,GSM2967885,Brain,Mus musculus,NONE,,
GSE109796,GSM2967886,Brain,Mus musculus,NONE,,
GSE109796,GSM2967887,Brain,Mus musculus,NONE,,
GSE109796,GSM2967888,Brain,Mus musculus,NONE,,
GSE109796,GSM2967889,Brain,Mus musculus,NONE,,
GSE109796,GSM2967890,Brain,Mus musculus,NONE,,
GSE109796,GSM2967891,Brain,Mus musculus,NONE,,
GSE109796,GSM2967892,Brain,Mus musculus,NONE,,
GSE109796,GSM2967893,Brain,Mus musculus,NONE,,
GSE109796,GSM2967894,Brain,Mus musculus,NONE,,
GSE109796,GSM2967895,Brain,Mus musculus,NONE,,
GSE109796,GSM2967896,Brain,Mus musculus,NONE,,
GSE109796,GSM2967897,Brain,Mus musculus,NONE,,
GSE109796,GSM2967898,Brain,Mus musculus,NONE,,
GSE109796,GSM2967899,Brain,Mus musculus,NONE,,
GSE109796,GSM2967900,Brain,Mus musculus,NONE,,
GSE109796,GSM2967901,Brain,Mus musculus,NONE,,
GSE109796,GSM2967902,Brain,Mus musculus,NONE,,
GSE109796,GSM2967903,Brain,Mus musculus,NONE,,
GSE109796,GSM2967904,Brain,Mus musculus,NONE,,
GSE109796,GSM2967905,Brain,Mus musculus,NONE,,
GSE109796,GSM2967906,Brain,Mus musculus,NONE,,
GSE109796,GSM2967907,Brain,Mus musculus,NONE,,
GSE109796,GSM2967908,Brain,Mus musculus,NONE,,
GSE109796,GSM2967909,Brain,Mus musculus,NONE,,
GSE109796,GSM2967910,Brain,Mus musculus,NONE,,
GSE109796,GSM2967911,Brain,Mus musculus,NONE,,
GSE109796,GSM2967912,Brain,Mus musculus,NONE,,
GSE109796,GSM2967913,Brain,Mus musculus,NONE,,
GSE109796,GSM2967914,Brain,Mus musculus,NONE,,
GSE109796,GSM2967915,Brain,Mus musculus,NONE,,
GSE109796,GSM2967916,Brain,Mus musculus,NONE,,
GSE109796,GSM2967917,Brain,Mus musculus,NONE,,
GSE109796,GSM2967918,Brain,Mus musculus,NONE,,
GSE109796,GSM2967919,Brain,Mus musculus,NONE,,
GSE109796,GSM2967920,Brain,Mus musculus,NONE,,
GSE109796,GSM2967921,Brain,Mus musculus,NONE,,
GSE109796,GSM2967922,Brain,Mus musculus,NONE,,
GSE109796,GSM2967923,Brain,Mus musculus,NONE,,
GSE109796,GSM2967924,Brain,Mus musculus,NONE,,
GSE109796,GSM2967925,Brain,Mus musculus,NONE,,
GSE109796,GSM2967926,Brain,Mus musculus,NONE,,
GSE109796,GSM2967927,Brain,Mus musculus,NONE,,
GSE109796,GSM2967928,Brain,Mus musculus,NONE,,
GSE109796,GSM2967929,Brain,Mus musculus,NONE,,
GSE109796,GSM2967930,Brain,Mus musculus,NONE,,
GSE109796,GSM2967931,Brain,Mus musculus,NONE,,
GSE109796,GSM2967932,Brain,Mus musculus,NONE,,
GSE109796,GSM2967933,Brain,Mus musculus,NONE,,
