gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,age
GSE123022,GSM3490875,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490876,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490877,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490878,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490879,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490880,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490881,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490882,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490883,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490884,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490885,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490886,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490887,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490888,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490889,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490890,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490891,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490892,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490893,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490894,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490895,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490896,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490897,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490898,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490899,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490900,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490901,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490902,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490903,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490904,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490905,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490906,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490907,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490908,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490909,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490910,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490911,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490912,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490913,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490914,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490915,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490916,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490917,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490918,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490919,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490920,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490921,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490922,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490923,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490924,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490925,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490926,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490927,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490928,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490929,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490930,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490931,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490932,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490933,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490934,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490935,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490936,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490937,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490938,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490939,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490940,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490941,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490942,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490943,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490944,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490945,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490946,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490947,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490948,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490949,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490950,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490951,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490952,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490953,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490954,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490955,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490956,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490957,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490958,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490959,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490960,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490961,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490962,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490963,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490964,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490965,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490966,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490967,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490968,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490969,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490970,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490971,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490972,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490973,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490974,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490975,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490976,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490977,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490978,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490979,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490980,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490981,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490982,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490983,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490984,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490985,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490986,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490987,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490988,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490989,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490990,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490991,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490992,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490993,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490994,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490995,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490996,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490997,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490998,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3490999,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491000,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491001,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491002,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491003,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491004,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491005,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491006,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491007,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491008,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491009,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491010,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491011,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491012,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491013,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491014,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491015,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491016,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491017,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491018,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491019,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491020,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491021,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491022,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491023,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491024,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491025,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491026,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491027,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491028,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491029,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491030,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491031,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491032,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491033,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491034,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491035,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491036,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491037,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491038,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491039,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491040,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491041,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491042,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491043,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491044,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491045,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491046,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491047,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491048,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491049,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491050,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491051,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491052,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491053,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491054,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491055,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491056,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491057,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491058,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491059,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491060,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491061,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491062,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491063,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491064,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491065,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491066,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491067,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491068,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491069,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491070,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491071,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491072,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491073,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491074,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491075,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491076,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491077,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491078,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491079,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491080,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491081,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491082,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491083,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491084,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491085,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491086,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491087,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491088,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491089,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491090,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491091,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491092,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491093,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491094,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491095,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491096,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491097,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491098,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491099,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491100,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491101,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491102,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491103,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491104,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491105,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491106,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491107,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491108,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491109,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491110,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491111,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491112,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491113,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491114,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491115,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491116,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491117,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491118,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491119,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491120,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491121,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491122,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491123,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491124,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491125,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491126,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491127,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491128,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491129,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491130,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491131,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491132,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491133,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491134,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491135,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491136,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491137,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491138,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491139,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491140,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491141,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491142,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491143,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491144,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491145,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491146,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491147,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491148,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491149,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491150,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491151,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491152,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491153,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491154,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491155,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491156,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491157,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491158,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491159,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491160,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491161,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491162,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491163,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491164,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491165,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491166,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491167,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491168,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491169,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491170,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491171,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491172,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491173,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491174,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491175,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491176,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491177,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491178,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491179,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491180,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491181,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491182,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491183,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491184,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491185,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491186,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491187,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491188,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491189,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491190,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491191,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491192,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491193,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491194,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491195,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491196,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491197,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491198,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491199,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491200,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491201,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491202,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491203,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491204,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491205,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491206,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491207,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491208,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491209,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491210,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491211,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491212,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491213,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491214,Microglia,Mus musculus,NONE,Brain,P7
GSE123022,GSM3491215,Microglia,Mus musculus,NONE,Brain,P7
